# JD           time(JD) x                y              z               vx          vy           vz
2458736.500000 0.293259 4693746.754994 -17198366.982389 -19782823.644618 2271.247599 -988.045522 1443.041140
2458736.500000 0.293954 4829717.706974 -17257799.367113 -19695426.360990 2258.065674 -991.544961 1468.058884
2458736.500000 0.294649 4964892.558853 -17317436.641844 -19606530.163297 2244.723926 -994.866834 1492.970652
2458736.500000 0.295344 5099262.276708 -17377267.726939 -19516141.903753 2231.224681 -998.009621 1517.774534
2458736.500000 0.296039 5232817.826615 -17437281.542753 -19424268.434570 2217.570268 -1000.971803 1542.468623
2458736.500000 0.296734 5365550.174648 -17497467.009643 -19330916.607960 2203.763014 -1003.751861 1567.051010
2458736.500000 0.297429 5497450.286885 -17557813.047965 -19236093.276137 2189.805246 -1006.348276 1591.519786
2458736.500000 0.298124 5628509.129400 -17618308.578076 -19139805.291312 2175.699293 -1008.759529 1615.873043
2458736.500000 0.298819 5758717.668270 -17678942.520333 -19042059.505699 2161.447482 -1010.984101 1640.108873
2458736.500000 0.299514 5888066.869571 -17739703.795090 -18942862.771509 2147.052141 -1013.020472 1664.225368
2458736.500000 0.300208 6016547.699377 -17800581.322705 -18842221.940955 2132.515597 -1014.867123 1688.220618
2458736.500000 0.300903 6144151.123766 -17861564.023534 -18740143.866251 2117.840178 -1016.522536 1712.092716
2458736.500000 0.301598 6270868.108813 -17922640.817933 -18636635.399607 2103.028212 -1017.985191 1735.839753
2458736.500000 0.302293 6396689.630852 -17983800.620982 -18531703.400897 2088.082028 -1019.253572 1759.459822
2458736.500000 0.302988 6521607.446761 -18045031.946290 -18425355.312681 2073.004057 -1020.326334 1782.951055
2458736.500000 0.303683 6645614.629071 -18106322.630760 -18317599.559691 2057.796901 -1021.202427 1806.311656
2458736.500000 0.304378 6768704.376832 -18167660.446223 -18208444.661105 2042.463180 -1021.880827 1829.539835
2458736.500000 0.305073 6890869.889092 -18229033.164508 -18097899.136097 2027.005512 -1022.360511 1852.633800
2458736.500000 0.305768 7012104.364899 -18290428.557446 -17985971.503847 2011.426518 -1022.640456 1875.591763
2458736.500000 0.306463 7132401.003303 -18351834.396866 -17872670.283532 1995.728816 -1022.719638 1898.411933
2458736.500000 0.307158 7251753.003351 -18413238.454599 -17758003.994327 1979.915025 -1022.597035 1921.092519
2458736.500000 0.307853 7370153.564093 -18474628.502475 -17641981.155410 1963.987765 -1022.271622 1943.631732
2458736.500000 0.308548 7487595.884577 -18535992.312324 -17524610.285959 1947.949655 -1021.742377 1966.027781
2458736.500000 0.309243 7604073.163851 -18597317.655975 -17405899.905151 1931.803314 -1021.008276 1988.278876
2458736.500000 0.309937 7719578.600964 -18658592.305260 -17285858.532162 1915.551361 -1020.068296 2010.383226
2458736.500000 0.310632 7834105.394965 -18719804.032008 -17164494.686170 1899.196415 -1018.921414 2032.339041
2458736.500000 0.311327 7947646.744902 -18780940.608049 -17041816.886351 1882.741096 -1017.566606 2054.144532
2458736.500000 0.312022 8060195.849824 -18841989.805213 -16917833.651883 1866.188022 -1016.002849 2075.797908
2458736.500000 0.312717 8171745.921253 -18902939.391880 -16792553.509803 1849.539814 -1014.229124 2097.297379
2458736.500000 0.313412 8282291.044957 -18963776.894612 -16665985.537977 1832.799162 -1012.244602 2118.641210
2458736.500000 0.314107 8391826.739571 -19024489.443638 -16538139.717068 1815.968868 -1010.048779 2139.827756
2458736.500000 0.314802 8500348.656545 -19085064.132448 -16409026.111423 1799.051747 -1007.641176 2160.855378
2458736.500000 0.315497 8607852.447331 -19145488.054534 -16278654.785389 1782.050610 -1005.021316 2181.722439
2458736.500000 0.316192 8714333.763379 -19205748.303387 -16147035.803312 1764.968273 -1002.188722 2202.427301
2458736.500000 0.316887 8819788.256141 -19265831.972499 -16014179.229539 1747.807549 -999.142916 2222.968326
2458736.500000 0.317582 8924211.577069 -19325726.155359 -15880095.128417 1730.571250 -995.883420 2243.343876
2458736.500000 0.318277 9027599.377613 -19385417.945460 -15744793.564292 1713.262192 -992.409758 2263.552315
2458736.500000 0.318972 9129947.309225 -19444894.436293 -15608284.601511 1695.883187 -988.721452 2283.592003
2458736.500000 0.319666 9231251.023356 -19504142.721348 -15470578.304421 1678.437049 -984.818024 2303.461304
2458736.500000 0.320361 9331506.171458 -19563149.894117 -15331684.737368 1660.926591 -980.698997 2323.158579
2458736.500000 0.321056 9430708.404981 -19621903.048090 -15191613.964700 1643.354627 -976.363894 2342.682191
2458736.500000 0.321751 9528853.375378 -19680389.276760 -15050376.050762 1625.723971 -971.812237 2362.030501
2458736.500000 0.322446 9625936.734098 -19738595.673617 -14907981.059902 1608.037437 -967.043549 2381.201873
2458736.500000 0.323141 9721954.147073 -19796509.331186 -14764439.064282 1590.297837 -962.057356 2400.194670
2458736.500000 0.323836 9816902.217888 -19854117.279471 -14619760.642211 1572.508019 -956.853392 2419.007321
2458736.500000 0.324531 9910779.044555 -19911406.448823 -14473957.178692 1554.670879 -951.431727 2437.638367
2458736.500000 0.325226 10003582.858564 -19968363.760696 -14327040.130777 1536.789318 -945.792458 2456.086355
2458736.500000 0.325921 10095311.891404 -20024976.136542 -14179020.955520 1518.866239 -939.935683 2474.349834
2458736.500000 0.326616 10185964.374564 -20081230.497814 -14029911.109974 1500.904543 -933.861502 2492.427352
2458736.500000 0.327311 10275538.539533 -20137113.765965 -13879722.051190 1482.907130 -927.570012 2510.317458
2458736.500000 0.328006 10364032.617800 -20192612.862446 -13728465.236223 1464.876904 -921.061312 2528.018699
2458736.500000 0.328700 10451444.840854 -20247714.708711 -13576152.122124 1446.816765 -914.335499 2545.529624
2458736.500000 0.329395 10537773.440183 -20302406.226213 -13422794.165948 1428.729614 -907.392672 2562.848782
2458736.500000 0.330090 10623016.647277 -20356674.336403 -13268402.824746 1410.618354 -900.232930 2579.974720
2458736.500000 0.330785 10707172.693626 -20410505.960735 -13112989.555572 1392.485886 -892.856371 2596.905987
2458736.500000 0.331480 10790239.810717 -20463888.020661 -12956565.815478 1374.335111 -885.263092 2613.641131
2458736.500000 0.332175 10872216.230039 -20516807.437635 -12799143.061517 1356.168930 -877.453193 2630.178701
2458736.500000 0.332870 10953100.183083 -20569251.133107 -12640732.750742 1337.990246 -869.426771 2646.517245
2458736.500000 0.333565 11032889.917442 -20621206.030700 -12481346.347680 1319.801960 -861.183929 2662.655313
2458736.500000 0.334260 11111584.647040 -20672659.184125 -12320995.765276 1301.606964 -852.724984 2678.591535
2458736.500000 0.334955 11189185.083611 -20723597.848734 -12159693.611521 1283.408137 -844.050589 2694.324666
2458736.500000 0.335650 11265692.067734 -20774009.297225 -11997452.554199 1265.208356 -835.161425 2709.853473
2458736.500000 0.336345 11341106.439986 -20823880.802297 -11834285.261091 1247.010500 -826.058176 2725.176723
2458736.500000 0.337040 11415429.040947 -20873199.636646 -11670204.399979 1228.817445 -816.741521 2740.293181
2458736.500000 0.337735 11488660.711193 -20921953.072970 -11505222.638646 1210.632070 -807.212142 2755.201614
2458736.500000 0.338429 11560802.291304 -20970128.383969 -11339352.644873 1192.457252 -797.470723 2769.900788
2458736.500000 0.339124 11631854.621857 -21017712.842338 -11172607.086442 1174.295869 -787.517942 2784.389470
2458736.500000 0.339819 11701818.543431 -21064693.720776 -11004998.631135 1156.150799 -777.354484 2798.666425
2458736.500000 0.340514 11770694.896603 -21111058.291982 -10836539.946735 1138.024918 -766.981029 2812.730421
2458736.500000 0.341209 11838484.521952 -21156793.828652 -10667243.701023 1119.921105 -756.398258 2826.580224
2458736.500000 0.341904 11905188.260056 -21201887.603485 -10497122.561781 1101.842237 -745.606854 2840.214599
2458736.500000 0.342599 11970806.951494 -21246326.889178 -10326189.196791 1083.791193 -734.607498 2853.632314
2458736.500000 0.343294 12035341.436842 -21290098.958429 -10154456.273836 1065.770848 -723.400872 2866.832134
2458736.500000 0.343989 12098792.573854 -21333191.089834 -9981936.467474 1047.784081 -711.987661 2879.812828
2458736.500000 0.344684 12161162.177423 -21375590.890633 -9808642.829985 1029.833717 -700.368765 2892.573257
2458736.500000 0.345379 12222453.505369 -21417286.463519 -9634588.983070 1011.922502 -688.545406 2905.112422
2458736.500000 0.346074 12282669.934997 -21458265.952209 -9459788.595586 994.053177 -676.518835 2917.429338
2458736.500000 0.346769 12341814.843617 -21498517.500422 -9284255.336390 976.228484 -664.290299 2929.523018
2458736.500000 0.347464 12399891.608533 -21538029.251877 -9108002.874339 958.451163 -651.861050 2941.392476
2458736.500000 0.348158 12456903.607056 -21576789.350293 -8931044.878289 940.723956 -639.232336 2953.036725
2458736.500000 0.348853 12512854.216490 -21614785.939387 -8753395.017097 923.049602 -626.405406 2964.454779
2458736.500000 0.349548 12567746.814145 -21652007.162878 -8575066.959620 905.430843 -613.381510 2975.645652
2458736.500000 0.350243 12621584.777327 -21688441.164486 -8396074.374715 887.870420 -600.161898 2986.608356
2458736.500000 0.350938 12674371.483344 -21724076.087928 -8216430.931239 870.371073 -586.747818 2997.341907
2458736.500000 0.351633 12726110.309503 -21758900.076923 -8036150.298047 852.935544 -573.140521 3007.845317
2458736.500000 0.352328 12776804.633111 -21792901.275190 -7855246.143997 835.566573 -559.341255 3018.117599
2458736.500000 0.353023 12826457.831476 -21826067.826448 -7673732.137946 818.266901 -545.351270 3028.157769
2458736.500000 0.353718 12875073.281905 -21858387.874415 -7491621.948750 801.039269 -531.171815 3037.964838
2458736.500000 0.354413 12922654.379209 -21889849.572925 -7308929.250944 783.886416 -516.804144 3047.537824
2458736.500000 0.355108 12969205.426572 -21920441.600777 -7125668.013690 766.810987 -502.249714 3056.875845
2458736.500000 0.355803 13014732.059155 -21950153.406543 -6941852.638178 749.815487 -487.510278 3065.978178
2458736.500000 0.356498 13059240.018255 -21978974.500134 -6757497.560020 732.902411 -472.587615 3074.844107
2458736.500000 0.357192 13102735.045166 -22006894.391457 -6572617.214830 716.074254 -457.483502 3083.472919
2458736.500000 0.357887 13145222.881184 -22033902.590422 -6387226.038221 699.333511 -442.199719 3091.863902
2458736.500000 0.358582 13186709.267605 -22059988.606939 -6201338.465806 682.682677 -426.738043 3100.016340
2458736.500000 0.359277 13227199.945725 -22085141.950916 -6014968.933198 666.124246 -411.100253 3107.929521
2458736.500000 0.359972 13266700.656839 -22109352.132262 -5828131.876010 649.660712 -395.288126 3115.602732
2458736.500000 0.360667 13305217.142242 -22132608.660887 -5640841.729855 633.294572 -379.303440 3123.035258
2458736.500000 0.361362 13342755.143231 -22154901.046701 -5453112.930347 617.028320 -363.147975 3130.226385
2458736.500000 0.362057 13379320.401101 -22176218.799611 -5264959.913099 600.864450 -346.823508 3137.175401
2458736.500000 0.362752 13414918.657148 -22196551.429527 -5076397.113724 584.805458 -330.331817 3143.881592
2458736.500000 0.363447 13449555.652667 -22215888.446359 -4887438.967834 568.853838 -313.674680 3150.344245
2458736.500000 0.364142 13483237.128954 -22234219.360016 -4698099.911043 553.012084 -296.853876 3156.562644
2458736.500000 0.364837 13515968.844236 -22251533.695074 -4508394.383095 537.282690 -279.871186 3162.536081
2458736.500000 0.365532 13547757.376785 -22267821.686510 -4318337.023799 521.668010 -262.728575 3168.263957
2458736.500000 0.366227 13578610.474554 -22283074.582588 -4127942.758329 506.170209 -245.428269 3173.745841
2458736.500000 0.366921 13608535.975132 -22297283.709223 -3937226.533728 490.791432 -227.972513 3178.981313
2458736.500000 0.367616 13637541.716106 -22310440.392328 -3746203.297038 475.533829 -210.363552 3183.969952
2458736.500000 0.368311 13665635.535064 -22322535.957818 -3554887.995302 460.399547 -192.603631 3188.711339
2458736.500000 0.369006 13692825.269594 -22333561.731606 -3363295.575561 445.390733 -174.694997 3193.205053
2458736.500000 0.369701 13719118.757285 -22343509.039608 -3171440.984859 430.509536 -156.639893 3197.450675
2458736.500000 0.370396 13744523.835723 -22352369.207737 -2979339.170238 415.758103 -138.440567 3201.447785
2458736.500000 0.371091 13769048.342497 -22360133.561907 -2787005.078739 401.138581 -120.099262 3205.195962
2458736.500000 0.371786 13792700.115195 -22366793.428033 -2594453.657407 386.653119 -101.618224 3208.694786
2458736.500000 0.372481 13815486.991405 -22372340.132028 -2401699.853282 372.303864 -82.999700 3211.943838
2458736.500000 0.373176 13837416.808715 -22376764.999807 -2208758.613408 358.092964 -64.245933 3214.942698
2458736.500000 0.373871 13858497.404712 -22380059.357284 -2015644.884827 344.022567 -45.359170 3217.690945
2458736.500000 0.374566 13878736.616985 -22382214.530373 -1822373.614581 330.094821 -26.341655 3220.188160
2458736.500000 0.375261 13898142.298442 -22383221.864332 -1628959.751823 316.311868 -7.195638 3222.433925
2458736.500000 0.375956 13916722.995959 -22383073.580647 -1435418.341285 302.675680 12.076480 3224.427945
2458736.500000 0.376650 13934488.219344 -22381763.116629 -1241764.560322 289.187988 31.472083 3226.170098
2458736.500000 0.377345 13951447.549329 -22379283.999147 -1048013.596059 275.850504 50.988542 3227.660270
2458736.500000 0.378040 13967610.566652 -22375629.755069 -854180.635621 262.664939 70.623226 3228.898352
2458736.500000 0.378735 13982986.852046 -22370793.911265 -660280.866132 249.633008 90.373505 3229.884230
2458736.500000 0.379430 13997585.986247 -22364769.994602 -466329.474717 236.756422 110.236747 3230.617795
2458736.500000 0.380125 14011417.549990 -22357551.531950 -272341.648500 224.036894 130.210324 3231.098933
2458736.500000 0.380820 14024491.124009 -22349132.050178 -78332.574606 211.476137 150.291603 3231.327535
2458736.500000 0.381515 14036816.289041 -22339505.076154 115682.559841 199.075863 170.477956 3231.303487
2458736.500000 0.382210 14048402.625819 -22328664.136746 309688.567716 186.837785 190.766752 3231.026679
2458736.500000 0.382905 14059259.715078 -22316602.758824 503670.261895 174.763615 211.155359 3230.497000
2458736.500000 0.383600 14069397.137555 -22303314.469256 697612.455253 162.855066 231.641148 3229.714337
2458736.500000 0.384295 14078824.473983 -22288792.794912 891499.960665 151.113850 252.221489 3228.678580
2458736.500000 0.384990 14087551.305098 -22273031.262659 1085317.591007 139.541680 272.893751 3227.389616
2458736.500000 0.385685 14095587.224213 -22256023.423258 1279050.159555 128.140264 293.655300 3225.847338
2458736.500000 0.386379 14102942.358507 -22237763.841570 1472682.496545 116.911104 314.503389 3224.051765
2458736.500000 0.387074 14109627.555840 -22218248.451408 1666199.455113 105.855427 335.435112 3222.003090
2458736.500000 0.387769 14115653.715066 -22197473.283460 1859585.890017 94.974438 356.447554 3219.701518
2458736.500000 0.388464 14121031.735043 -22175434.368409 2052826.656012 84.269345 377.537798 3217.147256
2458736.500000 0.389159 14125772.514626 -22152127.736941 2245906.607855 73.741353 398.702930 3214.340507
2458736.500000 0.389854 14129886.952670 -22127549.419741 2438810.600302 63.391669 419.940033 3211.281478
2458736.500000 0.390549 14133385.948031 -22101695.447495 2631523.488108 53.221499 441.246192 3207.970373
2458736.500000 0.391244 14136280.399566 -22074561.850888 2824030.126031 43.232050 462.618491 3204.407399
2458736.500000 0.391939 14138581.206129 -22046144.660605 3016315.368827 33.424528 484.054014 3200.592760
2458736.500000 0.392634 14140299.266578 -22016439.907332 3208364.071252 23.800140 505.549845 3196.526661
2458736.500000 0.393329 14141445.479767 -21985443.621753 3400161.088062 14.360092 527.103069 3192.209309
2458736.500000 0.394024 14142030.744552 -21953151.834555 3591691.274013 5.105589 548.710770 3187.640907
2458736.500000 0.394719 14142065.959789 -21919560.576422 3782939.483863 -3.962160 570.370032 3182.821662
2458736.500000 0.395413 14141562.024334 -21884665.878040 3973890.572366 -12.841951 592.077940 3177.751779
2458736.500000 0.396108 14140529.845708 -21848463.798112 4164529.397670 -21.532582 613.831575 3172.431467
2458736.500000 0.396803 14138980.676715 -21810951.511847 4354840.953014 -30.033082 635.627949 3166.861064
2458736.500000 0.397498 14136926.223640 -21772127.660828 4544810.409064 -38.342780 657.463982 3161.041083
2458736.500000 0.398193 14134378.223579 -21731990.986265 4734422.948541 -46.461028 679.336584 3154.972046
2458736.500000 0.398888 14131348.413628 -21690540.229366 4923663.754165 -54.387174 701.242669 3148.654476
2458736.500000 0.399583 14127848.530883 -21647774.131340 5112518.008655 -62.120570 723.179148 3142.088897
2458736.500000 0.400278 14123890.312440 -21603691.433398 5300970.894733 -69.660565 745.142933 3135.275832
2458736.500000 0.400973 14119485.495394 -21558290.876747 5489007.595119 -77.006509 767.130937 3128.215804
2458736.500000 0.401668 14114645.816840 -21511571.202598 5676613.292533 -84.157753 789.140072 3120.909335
2458736.500000 0.402363 14109383.013876 -21463531.152158 5863773.169695 -91.113647 811.167249 3113.356949
2458736.500000 0.403058 14103708.823595 -21414169.466638 6050472.409327 -97.873540 833.209382 3105.559169
2458736.500000 0.403753 14097634.983095 -21363484.887246 6236696.194147 -104.436784 855.263381 3097.516519
2458736.500000 0.404448 14091173.229471 -21311476.155192 6422429.706877 -110.802728 877.326160 3089.229520
2458736.500000 0.405142 14084335.299818 -21258142.011684 6607658.130236 -116.970723 899.394630 3080.698697
2458736.500000 0.405837 14077132.931232 -21203481.197933 6792366.646946 -122.940118 921.465703 3071.924572
2458736.500000 0.406532 14069577.864422 -21147492.486557 6976540.446561 -128.710270 943.536292 3062.907672
2458736.500000 0.407227 14061681.975503 -21090175.827381 7160164.974756 -134.280781 965.603286 3053.648654
2458736.500000 0.407922 14053457.313616 -21031532.674523 7343226.004495 -139.651563 987.663549 3044.148340
2458736.500000 0.408617 14044915.939184 -20971564.580170 7525709.330077 -144.822551 1009.713945 3034.407566
2458736.500000 0.409312 14036069.912631 -20910273.096506 7707600.745802 -149.793679 1031.751333 3024.427165
2458736.500000 0.410007 14026931.294377 -20847659.775717 7888886.045968 -154.564880 1053.772577 3014.207972
2458736.500000 0.410702 14017512.144847 -20783726.169989 8069551.024875 -159.136087 1075.774539 3003.750820
2458736.500000 0.411397 14007824.524462 -20718473.831508 8249581.476822 -163.507236 1097.754080 2993.056544
2458736.500000 0.412092 13997880.493644 -20651904.312458 8428963.196108 -167.678259 1119.708062 2982.125978
2458736.500000 0.412787 13987692.112818 -20584019.165025 8607681.977033 -171.649090 1141.633348 2970.959956
2458736.500000 0.413482 13977271.442404 -20514819.941395 8785723.613896 -175.419663 1163.526800 2959.559312
2458736.500000 0.414177 13966630.542826 -20444308.193752 8963073.900995 -178.989913 1185.385280 2947.924880
2458736.500000 0.414871 13955781.474506 -20372485.474284 9139718.632631 -182.359772 1207.205649 2936.057495
2458736.500000 0.415566 13944736.297866 -20299353.335174 9315643.603102 -185.529175 1228.984769 2923.957991
2458736.500000 0.416261 13933507.073330 -20224913.328610 9490834.606707 -188.498055 1250.719504 2911.627202
2458736.500000 0.416956 13922105.858850 -20149167.040529 9665277.448423 -191.266353 1272.406715 2899.065965
2458736.500000 0.417651 13910544.625201 -20072117.248536 9838958.310142 -193.834259 1294.043298 2886.275244
2458736.500000 0.418346 13898835.234764 -19993768.211915 10011863.842404 -196.202275 1315.626187 2873.256161
2458736.500000 0.419041 13886989.543143 -19914124.282570 10183980.725046 -198.370918 1337.152319 2860.009846
2458736.500000 0.419736 13875019.405942 -19833189.812408 10355295.637905 -200.340710 1358.618633 2846.537430
2458736.500000 0.420431 13862936.678765 -19750969.153334 10525795.260818 -202.112169 1380.022065 2832.840044
2458736.500000 0.421126 13850753.217218 -19667466.657253 10695466.273622 -203.685815 1401.359552 2818.918818
2458736.500000 0.421821 13838480.876904 -19582686.676073 10864295.356152 -205.062168 1422.628032 2804.774883
2458736.500000 0.422516 13826131.513427 -19496633.561697 11032269.188246 -206.241747 1443.824442 2790.409369
2458736.500000 0.423211 13813716.982393 -19409311.666032 11199374.449740 -207.225072 1464.945720 2775.823408
2458736.500000 0.423905 13801249.139404 -19320725.340983 11365597.820471 -208.012664 1485.988802 2761.018131
2458736.500000 0.424600 13788739.840066 -19230878.938457 11530925.980276 -208.605040 1506.950626 2745.994667
2458736.500000 0.425295 13776200.939983 -19139776.810358 11695345.608992 -209.002722 1527.828129 2730.754148
2458736.500000 0.425990 13763644.294759 -19047423.308592 11858843.386454 -209.206228 1548.618249 2715.297705
2458736.500000 0.426685 13751081.759999 -18953822.785065 12021405.992500 -209.216078 1569.317922 2699.626468
2458736.500000 0.427380 13738525.181912 -18858979.626429 12183020.121808 -209.032800 1589.924089 2683.741571
2458736.500000 0.428075 13725986.093779 -18762899.376673 12343672.963428 -208.657163 1610.433775 2667.644267
2458736.500000 0.428770 13713475.650279 -18665588.980011 12503352.304527 -208.090232 1630.844110 2651.335954
2458736.500000 0.429465 13701004.983412 -18567055.464534 12662045.968105 -207.333090 1651.152229 2634.818036
2458736.500000 0.430160 13688585.225178 -18467305.858332 12819741.777159 -206.386820 1671.355268 2618.091919
2458736.500000 0.430855 13676227.507577 -18366347.189494 12976427.554687 -205.252503 1691.450363 2601.159008
2458736.500000 0.431550 13663942.962610 -18264186.486113 13132091.123687 -203.931222 1711.434648 2584.020708
2458736.500000 0.432245 13651742.722276 -18160830.776276 13286720.307158 -202.424059 1731.305261 2566.678425
2458736.500000 0.432940 13639637.918575 -18056287.088076 13440302.928097 -200.732098 1751.059336 2549.133563
2458736.500000 0.433634 13627639.683509 -17950562.449602 13592826.809502 -198.856419 1770.694010 2531.387529
2458736.500000 0.434329 13615759.149076 -17843663.888944 13744279.774371 -196.798107 1790.206417 2513.441728
2458736.500000 0.435024 13604007.447277 -17735598.434193 13894649.645703 -194.558243 1809.593694 2495.297564
2458736.500000 0.435719 13592395.710112 -17626373.113439 14043924.246495 -192.137909 1828.852975 2476.956443
2458736.500000 0.436414 13580935.069580 -17515994.954772 14192091.399745 -189.538189 1847.981398 2458.419771
2458736.500000 0.437109 13569636.657683 -17404470.986283 14339138.928452 -186.760164 1866.976097 2439.688952
2458736.500000 0.437804 13558511.589525 -17291808.270186 14485054.674841 -183.804924 1885.834212 2420.765396
2458736.500000 0.438499 13547570.448485 -17178014.942679 14629827.086281 -180.673786 1904.553022 2401.650618
2458736.500000 0.439194 13536823.191936 -17063100.404364 14773445.322578 -177.368331 1923.129965 2382.346263
2458736.500000 0.439889 13526279.741344 -16947074.128372 14915898.584403 -173.890158 1941.562492 2362.853982
2458736.500000 0.440584 13515950.018174 -16829945.587831 15057176.072430 -170.240864 1959.848052 2343.175425
2458736.500000 0.441279 13505843.943894 -16711724.255872 15197266.987330 -166.422047 1977.984093 2323.312243
2458736.500000 0.441974 13495971.439967 -16592419.605623 15336160.529775 -162.435306 1995.968065 2303.266088
2458736.500000 0.442669 13486342.427861 -16472041.110216 15473845.900438 -158.282237 2013.797417 2283.038610
2458736.500000 0.443363 13476966.829041 -16350598.242778 15610312.299990 -153.964439 2031.469599 2262.631459
2458736.500000 0.444058 13467854.564972 -16228100.476441 15745548.929104 -149.483510 2048.982060 2242.046288
2458736.500000 0.444753 13459015.557121 -16104557.284333 15879544.988452 -144.841046 2066.332248 2221.284746
2458736.500000 0.445448 13450459.726954 -15979978.139585 16012289.678705 -140.038647 2083.517613 2200.348485
2458736.500000 0.446143 13442196.995935 -15854372.515325 16143772.200537 -135.077910 2100.535605 2179.239156
2458736.500000 0.446838 13434237.285531 -15727749.884684 16273981.754618 -129.960433 2117.383672 2157.958409
2458736.500000 0.447533 13426590.517208 -15600119.720792 16402907.541622 -124.687813 2134.059264 2136.507896
2458736.500000 0.448228 13419266.587799 -15471491.528465 16530538.785936 -119.261656 2150.559836 2114.889270
2458736.500000 0.448923 13412274.660626 -15341875.756136 16656865.418166 -113.683763 2166.883029 2093.104279
2458736.500000 0.449618 13405623.058662 -15211283.933293 16781878.177999 -107.956168 2183.026696 2071.154780
2458736.500000 0.450313 13399320.058754 -15079727.648759 16905567.849530 -102.080912 2198.988703 2049.042633
2458736.500000 0.451008 13393373.937752 -14947218.491358 17027925.216855 -96.060040 2214.766913 2026.769700
2458736.500000 0.451703 13387792.972503 -14813768.049914 17148941.064070 -89.895595 2230.359192 2004.337842
2458736.500000 0.452397 13382585.439855 -14679387.913251 17268606.175269 -83.589621 2245.763405 1981.748922
2458736.500000 0.453092 13377759.616657 -14544089.670191 17386911.334548 -77.144160 2260.977417 1959.004799
2458736.500000 0.453787 13373323.779756 -14407884.909559 17503847.326002 -70.561258 2275.999092 1936.107337
2458736.500000 0.454482 13369286.206001 -14270785.220179 17619404.933726 -63.842957 2290.826295 1913.058396
2458736.500000 0.455177 13365655.172241 -14132802.190873 17733574.941815 -56.991300 2305.456892 1889.859838
2458736.500000 0.455872 13362438.955322 -13993947.410466 17846348.134366 -50.008332 2319.888746 1866.513525
2458736.500000 0.456567 13359645.832094 -13854232.467781 17957715.295473 -42.896096 2334.119724 1843.021317
2458736.500000 0.457262 13357284.079404 -13713668.951642 18067667.209231 -35.656635 2348.147689 1819.385076
2458736.500000 0.457957 13355361.974101 -13572268.450872 18176194.659736 -28.291993 2361.970508 1795.606665
2458736.500000 0.458652 13353887.760825 -13430042.581611 18283288.459249 -20.804220 2375.586051 1771.687946
2458736.500000 0.459347 13352868.775549 -13287003.730630 18388940.214679 -13.195525 2388.992420 1747.630862
2458736.500000 0.460042 13352311.341185 -13143165.143866 18493142.418873 -5.468301 2402.187965 1723.437440
2458736.500000 0.460737 13352221.727485 -12998540.112345 18595887.611170 2.375053 2415.171052 1699.109712
2458736.500000 0.461432 13352606.204198 -12853141.927093 18697168.330910 10.332135 2427.940044 1674.649710
2458736.500000 0.462126 13353471.041074 -12706983.879133 18796977.117433 18.400546 2440.493308 1650.059467
2458736.500000 0.462821 13354822.507863 -12560079.259493 18895306.510078 26.577884 2452.829207 1625.341014
2458736.500000 0.463516 13356666.874315 -12412441.359196 18992149.048185 34.861749 2464.946108 1600.496384
2458736.500000 0.464211 13359010.410180 -12264083.469268 19087497.271092 43.249741 2476.842374 1575.527608
2458736.500000 0.464906 13361859.385208 -12115018.880734 19181343.718141 51.739459 2488.516370 1550.436719
2458736.500000 0.465601 13365220.069149 -11965260.884620 19273680.928670 60.328503 2499.966462 1525.225749
2458736.500000 0.466296 13369098.731754 -11814822.771950 19364501.442019 69.014471 2511.191013 1499.896730
2458736.500000 0.466991 13373501.642771 -11663717.833750 19453797.797527 77.794964 2522.188390 1474.451693
2458736.500000 0.467686 13378435.071952 -11511959.361045 19541562.534535 86.667581 2532.956957 1448.892672
2458736.500000 0.468381 13383905.289046 -11359560.644860 19627788.192381 95.629921 2543.495078 1423.221698
2458736.500000 0.469076 13389918.524618 -11206534.997201 19712467.342839 104.679580 2553.801129 1397.440806
2458736.500000 0.469771 13396479.960530 -11052896.291538 19795593.425699 113.814035 2563.873742 1371.552087
2458736.500000 0.470466 13403593.640848 -10898659.010513 19877160.822510 123.030641 2573.711831 1345.557699
2458736.500000 0.471161 13411263.552591 -10743837.667307 19957163.962039 132.326742 2583.314323 1319.459800
2458736.500000 0.471855 13419493.682782 -10588446.775102 20035597.273051 141.699685 2592.680148 1293.260548
2458736.500000 0.472550 13428288.018440 -10432500.847079 20112455.184313 151.146816 2601.808231 1266.962105
2458736.500000 0.473245 13437650.546586 -10276014.396419 20187732.124589 160.665481 2610.697502 1240.566627
2458736.500000 0.473940 13447585.254243 -10119001.936303 20261422.522646 170.253026 2619.346887 1214.076275
2458736.500000 0.474635 13458096.128430 -9961477.979914 20333520.807249 179.906798 2627.755315 1187.493208
2458736.500000 0.475330 13469187.156168 -9803457.040432 20404021.407164 189.624141 2635.921713 1160.819584
2458736.500000 0.476025 13480862.324479 -9644953.631040 20472918.751157 199.402403 2643.845009 1134.057563
2458736.500000 0.476720 13493125.620384 -9485982.264917 20540207.267993 209.238930 2651.524130 1107.209304
2458736.500000 0.477415 13505981.030903 -9326557.455246 20605881.386439 219.131067 2658.958005 1080.276965
2458736.500000 0.478110 13519432.543057 -9166693.715209 20669935.535259 229.076161 2666.145562 1053.262707
2458736.500000 0.478805 13533484.143868 -9006405.557986 20732364.143220 239.071558 2673.085727 1026.168688
